Iteration,RevenueMultiplier,GrossMarginDelta,OpexMultiplier,DSODelta,RevenueTRY,EBITDATRY,EndingCashTRY,EBITDABelowBudgetFlag,NegativeCashFlag
2287,1.125059,-0.027926,0.961061,-7.8776,2014769874.19,250120599.81,347415742.24,False,False
2288,1.085437,0.00892,0.970855,-9.74,1943812991.01,280617002.72,376539957.72,False,False
2289,1.060319,-0.006774,0.999408,-9.6302,1898832612.14,206540071.47,324395988.59,False,False
2290,1.160166,-0.01068,0.952621,-4.0655,2077639777.76,322215286.55,376097678.01,False,False
2291,1.020223,-0.006691,0.986777,1.9007,1827027690.74,180249595.6,246905579.93,False,False
2292,1.114322,-0.015095,0.9748,7.2548,1995540830.54,256371839.12,268519014.59,False,False
2293,1.196488,0.02873,0.945897,4.6342,2142685596.34,443811570.05,408437369.22,False,False
2294,0.967513,-0.020231,0.899599,2.2448,1732633434.79,174280671.99,241704705.93,False,False
2295,1.123625,-0.003245,0.997234,2.642,2012202222.38,271769888.98,304088461.43,False,False
2296,0.928548,0.041051,0.94357,2.7654,1662855535.01,209774420.77,263897947.14,False,False
2297,1.048026,-0.013893,1.019275,-0.9087,1876817969.63,167492133.71,252417012.11,False,False
2298,1.032591,0.017605,1.035414,3.2897,1849177255.88,200202379.77,253321047.2,False,False
2299,0.863304,-0.026537,1.003343,0.1954,1546015740.2,-2819137.99,131105431.78,True,False
2300,1.046082,0.005958,1.015268,-0.9011,1873336741.98,205937258.07,278511839.27,False,False
2301,0.965648,0.00566,0.924244,-1.5704,1729293475.06,199183174.1,276734508.38,False,False
2302,1.040363,-0.015032,1.032991,-1.7872,1863094863.11,148469915.62,243932147.44,True,False
2303,0.906302,-0.023135,1.004865,-0.1099,1623017090.78,38441149.44,160478650.18,True,False
2304,0.989591,0.009315,1.014744,7.0212,1772172337.34,160552037.19,208935601.83,False,False
2305,1.108694,-0.003974,0.973333,2.5503,1985461835.4,274598252.61,306703815.12,False,False
2306,0.953579,0.027241,0.892758,-1.1456,1707680411.42,248310314.5,308060590.74,False,False
2307,1.095908,0.014743,1.052325,3.2053,1962565057.75,241356156.91,280737382.14,False,False
2308,0.755031,-0.008041,0.990953,9.3487,1352118967.45,-61467267.0,57420451.36,True,False
2309,1.051907,0.018573,0.970271,8.2524,1883768160.7,268355847.47,273741125.4,False,False
2310,1.100194,0.000501,1.008141,0.3479,1970241330.93,250006620.71,301976490.78,False,False
2311,0.969613,0.00156,1.023519,6.7158,1736394189.64,122175722.33,184980764.14,True,False
2312,0.959274,0.009812,0.9908,3.6299,1717879335.28,151197128.38,219579606.69,True,False
2313,1.009028,0.006037,1.007061,9.4805,1806980102.04,178230758.43,208112240.63,False,False
2314,1.176695,-0.011218,0.972242,-0.75,2107240100.11,321191997.52,356590390.28,False,False
2315,0.938423,0.019778,0.927011,4.3818,1680539570.74,195948534.09,246920277.85,False,False
2316,0.997055,-0.028607,0.929686,10.1344,1785538193.81,162707898.77,194915153.78,False,False
2317,1.121278,-0.042027,0.978593,-2.3679,2007999106.37,205590329.01,286678048.15,False,False
2318,0.969384,-0.001177,0.920426,-9.3859,1735985255.06,193561487.9,310112339.19,False,False
2319,1.108637,0.024211,0.945653,-0.4252,1985361278.21,351003090.3,374844830.44,False,False
2320,0.995259,0.007657,1.002577,9.9639,1782322687.14,171830960.51,202040314.48,False,False
2321,0.961366,-0.02239,1.008577,-1.5378,1721626025.95,84522752.21,198578940.53,True,False
2322,0.927726,-0.020499,0.957159,4.4767,1661382713.29,96648572.57,179194387.8,True,False
2323,1.085604,-0.056728,0.986679,3.9333,1944112970.43,141424076.23,209068013.37,True,False
2324,1.006475,0.012515,1.105824,1.3104,1802407050.87,114431864.2,205192683.72,True,False
2325,0.9579,-0.043708,1.049838,8.3418,1715419638.43,14400351.23,104437547.88,True,False
2326,0.966881,-0.000398,1.064396,5.1462,1731502100.06,86035292.13,167941015.26,True,False
2327,1.004586,0.012791,0.945433,2.0505,1799025345.33,231951039.31,281470007.26,False,False
2328,1.054295,-0.026392,1.107997,-0.0541,1888043787.7,83709435.48,191052297.59,True,False
2329,1.006967,0.022286,0.94636,1.6845,1803288129.59,250595610.81,295932692.18,False,False
2330,1.113262,-0.000927,1.01867,3.6554,1993642772.23,251200707.47,284700719.76,False,False
2331,1.105643,0.034584,1.007891,-1.6051,1979999032.89,322612506.96,361933588.26,False,False
2332,0.915932,0.006739,0.902306,1.8891,1640261620.42,171705991.4,242120599.94,False,False
2333,1.086851,0.006057,1.019603,-0.7303,1946346207.34,240246297.97,301111581.79,False,False
2334,0.965739,-0.008174,1.052084,0.1292,1729457169.94,80671831.2,188094355.77,True,False
2335,1.008473,0.010009,1.054559,3.9472,1805985133.08,149721344.47,216130188.98,True,False
2336,1.086616,-0.004132,0.982877,3.6552,1945925899.2,247400971.25,282595666.92,False,False
2337,0.953565,0.009308,0.974286,5.2565,1707655388.4,157297856.64,216220038.47,True,False
2338,0.98713,0.024232,1.043071,-1.9852,1767764620.75,163676947.55,254764819.32,False,False
2339,0.981997,0.01506,0.95533,4.8295,1758571400.9,207653267.06,251785798.23,False,False
2340,1.033119,-0.008617,1.001899,-4.2945,1850122749.36,177002500.47,275979879.14,False,False
2341,0.996243,-0.034694,0.993219,-5.9334,1784084464.16,104106042.45,233643967.42,True,False
2342,1.018851,0.009586,1.012356,-0.6129,1824570712.88,189779549.01,265963874.38,False,False
2343,1.197919,-0.007999,0.949165,0.7169,2145248117.23,363967500.28,377134342.15,False,False
2344,0.99238,0.002276,1.011541,-0.2258,1777166427.41,152983539.32,238978171.42,True,False
2345,0.86367,0.00991,1.033683,0.7418,1546671176.57,31397975.91,152057111.72,True,False
2346,1.063815,-0.003688,0.953276,-2.2553,1905093153.19,249703780.13,315419909.15,False,False
2347,1.046974,0.029054,0.988889,1.6906,1874934218.34,269591389.17,308487949.01,False,False
2348,1.006195,-0.017874,0.999033,6.8639,1801906423.58,138496414.61,194142168.91,True,False
2349,1.017015,0.023822,1.022483,-0.8776,1821282363.58,206515956.42,278659954.64,False,False
2350,1.060082,0.01919,0.9526,-0.8072,1898406874.54,290281750.35,335439604.07,False,False
2351,0.82842,-0.021426,0.98615,-7.4219,1483544124.38,-12414546.42,155574348.31,True,False
2352,0.972089,0.014244,1.065132,-5.1564,1740829688.66,115689407.41,237111694.45,True,False
2353,1.129641,0.008024,1.057583,-0.264,2022974546.2,255286327.73,308907953.61,False,False
2354,0.999378,0.000809,1.076709,-7.6333,1789698588.8,108460944.69,245031499.92,True,False
2355,1.044943,0.008445,1.005728,-7.0929,1871296561.89,216612710.52,317510832.49,False,False
2356,1.003205,-0.018294,1.001295,-6.0821,1796552291.59,133456101.27,254536392.32,True,False
2357,1.015692,0.008316,0.977129,1.047,1818913443.6,210644446.92,271870824.96,False,False
2358,0.971144,0.005873,1.050868,-6.4479,1739136143.21,110813808.46,239926095.56,True,False
2359,0.957558,0.019214,1.010093,-9.3618,1714805914.71,151448991.05,280817890.09,True,False
2360,0.893133,-0.028148,1.003579,-2.0289,1599432847.09,20004417.46,156343489.62,True,False
2361,1.025402,-0.040508,1.002143,1.1471,1836302336.06,111395739.7,203827872.03,True,False
2362,1.003264,-0.015509,0.980688,3.989,1796657641.22,153772241.71,218780021.87,True,False
2363,1.032715,0.01569,0.959762,3.9711,1849399291.91,252801194.1,285633600.47,False,False
2364,0.890024,0.03404,0.925483,8.2624,1593866685.7,174300870.41,216294409.62,False,False
2365,0.996713,0.038238,0.985233,4.7003,1784925639.63,240594351.2,274468537.63,False,False
2366,0.95451,0.050181,0.946187,-8.2253,1709347342.56,248843601.87,341584027.72,False,False
2367,0.99219,-0.001212,0.93814,-2.5047,1776825398.73,200969699.45,282701986.2,False,False
2368,0.91827,-0.022105,1.021748,9.1702,1644449485.23,37967345.25,118352621.72,True,False
2369,0.98246,-0.005015,0.941843,-5.0344,1759402173.22,182754000.03,282389678.04,False,False
2370,0.974716,0.019339,1.03662,-0.5466,1745533371.78,148139577.63,237198865.81,True,False
2371,1.081906,-0.012947,0.99045,5.3275,1937490344.78,220486950.68,255501675.47,False,False
2372,0.985184,-0.019042,1.014513,0.3097,1764279419.89,106631165.29,204862295.25,True,False
2373,1.015063,0.010387,1.023856,3.958,1817786511.0,179227350.59,236012668.53,False,False
2374,1.043047,0.010114,0.896614,0.7998,1867901126.16,298787410.91,332932326.86,False,False
2375,0.832218,0.016223,1.045446,2.4514,1490346534.38,3076077.91,125932414.33,True,False
2376,0.999378,-0.029987,0.973403,7.6539,1789699010.08,129846939.98,184616762.63,True,False
2377,1.08269,-0.002823,0.970248,-4.6948,1938893601.13,255767050.34,332710710.43,False,False
2378,1.046957,-0.024266,1.106769,-3.8564,1874904029.68,82311659.68,209630865.35,True,False
2379,0.982128,0.000904,0.994432,2.1193,1758806969.52,153921632.24,228304367.25,True,False
2380,1.015847,0.014866,1.023679,-5.5439,1819191040.59,188230153.73,289477614.46,False,False
2381,0.942341,-0.020596,1.082501,2.0697,1687555789.26,16354031.35,135401428.08,True,False
2382,1.080965,-0.01502,0.940119,0.3831,1935805856.34,252915755.26,303800775.53,False,False
2383,0.99452,0.003424,0.992143,1.0064,1780997829.9,171338873.21,245449906.81,False,False
2384,0.978108,-0.036361,0.943833,3.3137,1751608174.53,122474886.79,201230795.2,True,False
2385,1.113817,-0.005835,0.963456,-9.2427,1994637881.8,282800002.0,376662845.22,False,False
2386,1.089663,0.011093,1.000608,-0.1136,1951381154.01,266715552.63,315823915.74,False,False
2387,0.975432,0.021215,0.993988,1.5262,1746815973.1,183660268.88,251434612.6,False,False
2388,0.994939,-0.012473,0.981963,1.5514,1781748319.8,150934243.42,228911807.12,True,False
2389,0.929035,-0.005306,1.054303,-3.3337,1663726745.59,51123976.54,183809658.38,True,False
2390,1.012869,0.025967,1.020945,-0.134,1813858411.23,207617587.16,275695968.45,False,False
2391,1.131067,-0.014797,0.983967,9.7239,2025528794.86,264887365.71,260011772.1,False,False
2392,0.950814,-0.012346,1.058329,4.3873,1702728800.18,55655685.04,151229145.74,True,False
2393,1.059074,-0.000713,0.966585,-0.7406,1896602862.89,241232263.06,301736246.91,False,False
2394,1.032093,0.010538,0.951035,5.7378,1848284355.54,249159890.86,274223717.4,False,False
2395,1.023582,0.009545,0.969683,3.6956,1833042692.66,225668389.91,268745145.93,False,False
2396,0.891121,0.007408,1.051622,-3.1711,1595830371.08,39449035.85,174539827.74,True,False
2397,1.021436,-0.015425,1.0102,9.1338,1829199898.77,148009859.34,188722554.23,True,False
2398,1.033047,0.018097,1.081921,9.8971,1849993189.04,167101109.02,197315587.9,False,False
2399,1.030306,0.025611,0.95614,-5.8582,1845085343.81,271541042.93,348111248.06,False,False
2400,0.975195,-0.010224,1.043929,-3.7817,1746390608.57,91549534.29,214197413.48,True,False
2401,1.05002,0.005849,1.064368,-6.9224,1880388543.47,172976939.53,287136918.88,False,False
2402,1.058418,0.024831,1.047233,3.9248,1895427948.06,229332546.64,269414933.25,False,False
2403,1.05666,0.002231,1.003294,-5.8431,1892278800.99,217436449.18,311999383.02,False,False
2404,0.965669,-0.024171,1.095962,3.6281,1729331394.12,20452122.81,130567929.98,True,False
2405,0.985019,-0.029266,0.970731,-0.7627,1763983269.19,120874246.14,219730272.39,True,False
2406,0.981945,0.024999,1.011647,-7.7817,1758479379.61,183378577.47,296037464.94,False,False
2407,0.916047,0.038002,0.976796,2.4203,1640467560.24,167935683.39,237168311.26,False,False
2408,0.980954,0.007347,0.957826,-0.9546,1756703802.62,191283523.5,268517101.18,False,False
2409,1.106966,-0.012653,1.06338,1.8001,1982368988.84,189158773.13,252701221.92,False,False
2410,0.985722,-0.008084,0.928306,4.7783,1765242845.82,190283333.26,240133602.8,False,False
2411,1.044681,0.009823,1.084736,1.8837,1870827424.33,160440704.56,233294716.22,False,False
2412,0.870301,0.012826,0.988529,1.4992,1558546374.43,75499274.51,178787652.18,True,False
2413,0.984864,-0.004708,0.982782,-5.5146,1763706171.67,155131788.64,265986628.79,True,False
2414,0.976246,-0.006745,0.924499,5.4514,1748273543.51,187004337.91,234901915.73,False,False
2415,1.02138,0.007004,0.952365,0.605,1829099351.42,231815332.65,288452442.59,False,False
2416,1.14285,0.01065,1.041735,1.4133,2046629863.06,284538765.73,319411887.21,False,False
2417,0.917319,-0.000432,0.964039,-4.8237,1642746832.54,115484248.09,234089326.73,True,False
2418,1.03378,-0.034455,1.009482,-6.5783,1851305807.81,124141190.15,251631399.38,True,False
2419,1.056341,0.001565,0.971019,7.9811,1891708871.02,239787533.43,255541046.11,False,False
2420,0.996799,0.022866,0.907951,3.0691,1785079051.15,270467548.56,302758195.73,False,False
2421,1.042423,0.000383,1.001654,6.9749,1866784072.59,202261316.82,235714693.65,False,False
2422,0.956831,-0.009259,0.943539,3.5475,1713503945.91,151263315.31,220055311.99,True,False
2423,1.021511,-0.005728,0.998249,-2.2238,1829333458.34,174665622.94,263768061.98,False,False
2424,0.953482,0.002791,0.99147,-2.5916,1707507879.21,133369938.28,236665205.93,True,False
2425,0.956444,-0.009901,1.041711,-2.1455,1712811330.13,77119845.44,196359583.79,True,False
2426,1.031747,-0.002687,1.073867,-3.8247,1847664721.68,133444641.76,243953224.58,True,False
2427,0.970547,0.004925,0.980936,2.0874,1738066845.77,160406409.9,232986541.48,False,False
2428,1.039091,0.03416,0.963936,-3.8015,1860817095.77,290028015.91,350449658.66,False,False
2429,1.032021,-0.023257,0.913832,-4.0036,1848156294.33,214185980.06,299768192.12,False,False
2430,1.028715,-0.000576,1.094961,10.0421,1842234917.8,118982823.15,164073625.42,True,False
2431,1.099722,-0.017996,1.050235,5.2202,1969396218.37,181980242.12,229430465.69,False,False
2432,1.012208,0.006146,1.018083,0.7796,1812673544.5,173178247.6,247739290.74,False,False
2433,1.054943,-0.022753,1.006308,-3.4329,1889204909.37,166445193.52,264800774.97,False,False
2434,0.980851,-0.000523,0.968713,6.6787,1756520490.4,169303744.78,216835782.03,False,False
2435,1.049658,0.052318,1.043445,-0.4523,1879740155.3,275489766.38,323512054.79,False,False
2436,0.973972,-0.004558,0.979265,-0.1942,1744201079.11,148233635.27,235576943.29,True,False
2437,1.072579,0.018745,0.957399,-4.0943,1920788405.34,297613056.78,357772596.84,False,False
2438,0.962073,0.007993,0.9706,-3.4828,1722892869.4,165603191.84,262899657.8,False,False
2439,1.070242,-0.017075,0.987301,1.8549,1916603088.55,204622281.1,263253146.58,False,False
2440,1.091153,0.022891,1.092387,-6.4614,1954050360.04,223181170.95,320204786.59,False,False
2441,0.998276,0.004665,1.000658,4.1382,1787723923.33,170673915.16,229640015.21,False,False
2442,1.133158,0.022408,1.029017,0.0234,2029273859.42,308862730.85,343746421.79,False,False
2443,0.900807,-0.001456,1.090849,0.4319,1613176485.12,4993966.4,135336929.31,True,False
2444,0.837161,-0.015224,1.012362,-0.8957,1499198605.37,-14951446.86,127361816.37,True,False
2445,1.117686,0.035472,1.014989,1.3029,2001565951.66,330777519.97,351633684.35,False,False
2446,0.927133,0.001657,0.990584,-2.6379,1660321327.05,108166624.53,219402449.74,True,False
2447,0.992377,-0.019481,0.985009,-6.4017,1777160099.06,133963531.88,256114608.76,True,False
2448,0.963093,0.015416,0.989748,3.9787,1724718310.56,165164185.56,227361326.57,False,False
2449,0.929502,0.018348,0.882495,-6.9623,1664562692.13,218143101.74,313938232.19,False,False
2450,0.987834,-0.002711,0.956564,0.7734,1769025606.7,180742161.27,253006206.01,False,False
2451,1.06664,0.008178,0.98791,2.6925,1910152215.28,249259853.92,289256001.03,False,False
2452,0.984548,-0.003749,0.967155,6.5217,1763140980.29,168111788.94,216662533.37,False,False
2453,0.996444,0.035221,0.928257,-7.279,1784444159.9,277141771.11,357892540.76,False,False
2454,0.940229,-0.006799,0.897546,-2.3883,1683774382.42,174718025.36,263675612.8,False,False
2455,0.973328,-0.00838,0.882292,-3.9274,1743047999.34,212805074.99,297312324.8,False,False
2456,0.878832,0.002537,1.039098,1.7693,1573823366.55,29774496.18,146467413.96,True,False
2457,1.014054,-0.005084,0.968484,2.8426,1815980957.05,191206434.5,249727361.9,False,False
2458,1.120249,-0.01124,1.014962,-1.0593,2006156099.64,239568392.31,302578675.12,False,False
2459,0.821152,-0.027146,0.989207,-10.2647,1470528537.53,-29387115.95,155221435.8,True,False
2460,1.032341,-0.015236,1.000435,-3.4336,1848728821.03,165157626.6,263548252.71,False,False
2461,1.063008,0.008067,1.046172,1.0647,1903647274.79,202563697.86,266040288.12,False,False
2462,1.068889,-0.007515,1.072892,0.5464,1914179863.03,158356044.77,238666771.29,True,False
2463,1.061864,-0.010837,1.014602,-0.463,1901599539.41,188942808.9,264743383.46,False,False
2464,0.975054,-0.006758,1.027256,-4.9741,1746139335.29,109822967.85,232325231.58,True,False
2465,1.023961,0.013606,0.953333,-4.3625,1833721485.88,245572496.58,322756074.56,False,False
2466,0.823627,-0.006309,0.968116,-10.1295,1474960977.58,19083971.6,187760252.02,True,False
2467,1.014922,0.006635,0.938351,9.0918,1817534174.34,235596340.58,248782172.54,False,False
2468,1.016675,0.000594,0.998299,8.2393,1820674717.23,181811956.38,216383015.74,False,False
2469,0.977838,-0.013966,1.051579,5.9079,1751123323.63,81674059.37,161044448.77,True,False
2470,0.905802,0.007098,1.047878,-12.0516,1622121667.5,55198499.03,224944423.39,True,False
2471,1.106887,-0.019356,1.017731,-2.5227,1982226571.92,209606148.81,290082271.07,False,False
2472,0.924061,0.014953,0.964093,8.6834,1654819335.82,146997561.31,194439996.88,True,False
2473,1.013728,-0.002163,0.987775,-5.9611,1815396994.67,181930760.6,287211718.94,False,False
2474,1.020274,-0.013345,0.99299,-1.6289,1827119681.66,163536184.49,253208475.12,False,False
2475,0.903111,-0.018209,1.028547,-0.8501,1617303058.61,26116274.63,155375755.06,True,False
2476,0.922268,0.026505,1.005352,1.1442,1651609446.82,133853398.85,219692728.4,True,False
2477,1.14404,0.015724,1.024964,1.4719,2048761622.99,308455289.27,335337793.59,False,False
2478,0.941349,0.000268,0.969806,-1.6235,1685779046.68,134119703.35,232549583.3,True,False
2479,1.021685,-0.016698,1.006266,-3.9703,1829645389.94,148813115.55,254944698.19,True,False
2480,1.037155,0.002406,1.044277,-1.0649,1857349224.77,169683859.77,254653614.92,False,False
2481,1.033844,0.004523,0.910953,-3.3772,1851420775.69,269323356.99,334120276.08,False,False
2482,0.90701,-0.001492,1.027636,-0.8806,1624283946.85,57344645.55,176762867.55,True,False
2483,1.070659,-0.036731,1.034759,2.1911,1917349583.66,132156304.79,212206488.6,True,False
2484,0.952972,0.028783,1.013264,-4.9829,1706593615.79,161122838.87,266711444.75,False,False
2485,1.023328,-0.010841,1.032916,-0.6724,1832588619.28,141247954.39,233274571.11,True,False
2486,0.993388,0.000745,1.008291,-7.8376,1778971581.23,153584514.05,276486966.67,True,False
2487,0.954221,0.01333,1.0127,-1.4993,1708830257.27,136329046.33,233572790.63,True,False
2488,0.85544,0.002727,0.993387,-0.2238,1531931867.74,42641848.88,163785565.25,True,False
2489,0.967197,0.011265,1.073291,2.1407,1732067766.55,99935373.42,191647403.14,True,False
2490,0.820751,-0.006047,0.9361,-3.1678,1469811221.41,40608168.58,174219761.3,True,False
2491,1.008967,0.009205,0.997856,2.3815,1806869835.75,190716503.17,251747711.84,False,False
2492,1.042813,0.00101,1.052094,2.9526,1867481662.25,166432551.98,231917537.98,False,False
2493,0.871556,-0.030851,0.943714,-5.6635,1560793113.37,41680319.71,186410426.29,True,False
2494,1.002385,0.008342,0.992224,-2.2505,1795082603.43,187272575.36,272263070.08,False,False
2495,1.064112,-0.009184,0.966509,6.8851,1905624067.89,229696166.05,254097026.31,False,False
2496,0.997666,-0.008348,0.9989,-2.2067,1786632671.91,148168806.81,245406127.59,True,False
2497,0.981853,-0.033251,0.938079,3.142,1758314781.35,135349569.65,210751797.9,True,False
2498,0.978988,0.027832,1.057965,6.4302,1753183254.88,151237917.85,205805999.68,True,False
2499,0.94176,0.009797,1.001452,3.1407,1686514901.55,127126738.43,205784318.32,True,False
2500,1.000125,-0.00647,1.011398,7.5765,1791035141.1,144466469.74,194909475.36,True,False
2501,1.065285,-0.01383,1.055224,4.5037,1907726074.04,156181240.75,216514026.56,True,False
2502,1.010891,-0.007315,1.031989,-1.1028,1810316627.64,137305974.76,232687417.86,True,False
2503,1.023675,-0.020378,0.979201,4.0883,1833209398.19,163850366.21,224734850.55,False,False
2504,0.947463,0.001767,0.877167,-4.8965,1696727769.54,210799351.38,299954982.44,False,False
2505,1.043057,-0.004984,0.990569,-11.3697,1867919163.23,201017816.66,328727708.0,False,False
2506,0.874356,0.004483,1.009518,-0.7987,1565806976.25,50654817.75,171721382.28,True,False
2507,1.063235,0.018589,0.949918,-5.3086,1904053519.81,294085826.78,361520965.52,False,False
2508,1.10623,0.008715,1.098133,-3.2608,1981049410.01,205103884.84,291018614.33,False,False
2509,0.91378,-0.02578,0.988194,-2.5007,1636408973.25,52916835.66,181044961.36,True,False
2510,1.103908,-0.027001,1.063982,0.3851,1976891718.09,157649459.7,238965769.77,True,False
2511,1.048114,-0.034254,0.972563,-5.0772,1876975325.2,163945688.24,271442045.55,False,False
2512,1.039844,-0.025312,1.018821,-0.5561,1862164881.2,139364851.51,231455295.94,True,False
2513,0.937646,0.022741,0.927222,-4.6149,1679148734.97,200037794.08,291105803.67,False,False
2514,1.046739,0.028132,1.01274,-4.8316,1874513584.65,249975480.59,328646702.35,False,False
2515,1.02038,0.008813,1.085838,-1.1868,1827309793.32,135361495.12,231837090.82,True,False
2516,1.075757,0.013427,1.008129,2.8574,1926478728.86,252781022.68,290659517.08,False,False
2517,0.862247,0.009391,1.127595,1.4164,1544122987.82,-40260870.76,100480352.58,True,False
2518,0.927649,-0.014885,0.953839,-0.9002,1661245418.85,108365216.94,211635554.5,True,False
2519,0.961883,0.018021,1.101985,6.7922,1722551989.11,85408107.48,159872801.06,True,False
2520,0.911284,-0.012162,0.976916,7.1306,1631938700.27,81347223.4,157284698.35,True,False
2521,0.942462,-0.043671,0.953123,-4.3218,1687772688.04,73321961.24,203693157.21,True,False
2522,0.880493,-0.037002,1.023535,-5.7006,1576796748.05,-19535057.32,145192815.99,True,False
2523,1.050285,-0.028249,1.023017,0.2738,1880863112.6,139708531.45,227440984.08,True,False
2524,0.982124,0.034139,1.029837,-2.6331,1758799285.81,186152987.34,273121795.44,False,False
2525,0.975678,-0.021135,1.045673,7.464,1747255156.06,71621633.56,146822496.96,True,False
2526,1.076919,-0.022665,0.921788,0.1048,1928559842.09,248193601.92,302067814.28,False,False
2527,0.865754,-0.04032,1.009062,-5.832,1550402884.61,-26321883.28,140723402.98,True,False
2528,1.052994,-0.023617,1.02748,-3.7179,1885714942.95,147451436.47,253324833.28,True,False
2529,0.959853,-0.018356,0.99961,0.5753,1718915983.8,96788285.37,196956835.03,True,False
2530,0.863842,0.023798,1.04499,5.5571,1546978792.37,44668484.61,140671913.03,True,False
2531,1.055822,0.003609,0.989896,-8.1991,1890779417.46,229202648.97,332180741.37,False,False
2532,0.892036,-0.017573,0.980217,-0.6228,1597469526.91,53260736.43,172793049.3,True,False
2533,0.99969,-0.005941,1.003757,-1.5752,1790256178.22,150682908.95,244040126.8,True,False
2534,1.059999,0.02945,0.939689,-6.4463,1898258897.8,319241381.2,384459135.19,False,False
2535,0.944875,0.018942,0.995718,6.1381,1692093597.15,149719764.2,207203919.51,True,False
2536,0.991853,-0.013189,1.036124,5.5631,1776221606.83,106831147.11,179423241.5,True,False
2537,1.053662,0.008752,1.001435,-2.4774,1886910240.8,228392022.72,301963921.01,False,False
2538,1.034117,-0.022102,0.935439,-1.6308,1851909405.19,202133607.22,279575022.33,False,False
2539,0.938986,-0.031593,0.96554,1.35,1681546701.72,81562202.12,183092768.18,True,False
2540,0.921018,-0.031448,1.022342,2.4373,1649370858.08,24495983.07,139493315.0,True,False
2541,0.963842,0.002741,0.980501,2.9875,1726059868.69,150832874.85,222288594.6,True,False
2542,1.044387,-0.036665,1.018783,6.8578,1870301622.04,122064791.54,181713781.39,True,False
2543,1.055081,-0.007531,1.140094,10.6215,1889451955.62,96252057.68,144318115.95,True,False
2544,0.915767,-0.00338,0.980201,9.3278,1639967156.5,97276664.03,158087839.14,True,False
2545,0.953124,0.011647,1.009267,-10.3289,1706865213.83,134979350.76,273937390.75,True,False
2546,1.047368,-0.00061,0.931625,1.0024,1875639281.48,256736273.39,303279355.16,False,False
2547,1.161916,-0.005489,1.038471,-9.6332,2080774130.37,270990995.66,373040169.31,False,False
2548,1.020032,-0.049173,0.980567,-8.111,1826685565.03,107075902.25,247254026.89,True,False
2549,1.067258,-0.002138,1.036485,3.6191,1911258839.98,194141022.84,246915034.09,False,False
2550,1.003317,0.011272,0.990041,-8.2653,1796753113.57,195012254.78,307144910.8,False,False
2551,0.910601,-0.004987,0.932013,-4.6734,1630715541.7,125696847.21,240203062.24,True,False
2552,0.92765,-0.000455,1.00915,-0.0786,1661247660.6,91380324.21,196346149.15,True,False
2553,0.894114,-0.015005,0.907636,2.1072,1601190198.3,112937392.06,201403305.16,True,False
2554,0.904834,0.016193,1.07602,2.9498,1620387162.81,48207289.2,153535585.85,True,False
2555,0.995004,0.021986,1.074931,-4.6887,1781865661.46,143547513.96,254351637.3,True,False
2556,0.970333,-0.015278,1.013424,1.9793,1737684258.5,101045508.12,193137681.77,True,False
2557,1.11122,-0.00859,1.014079,8.7167,1989986548.86,237506468.14,247830544.66,False,False
2558,1.102994,-0.010552,1.016808,-7.1359,1975255617.6,224293073.16,324986164.68,False,False
2559,1.087048,0.019558,1.037603,0.7433,1946698867.86,253381097.9,302184621.29,False,False
2560,0.972436,0.006161,1.089134,2.2627,1741451093.46,84162352.19,180284627.18,True,False
2561,1.054658,0.011757,0.944019,11.581,1888693584.37,277503592.15,262626539.92,False,False
2562,0.97681,-0.035929,1.086635,-1.4169,1749284003.19,16391053.67,151786630.52,True,False
2563,0.887582,0.044454,1.000116,-13.2216,1589493017.74,133227093.92,282021301.15,True,False
2564,1.113862,-0.013969,1.001649,0.8586,1994718486.79,238332152.66,291223329.06,False,False
2565,0.956404,-0.011414,1.019211,3.8402,1712740026.24,91155016.11,177815609.47,True,False
2566,1.009938,0.042051,0.949768,6.916,1808608674.95,286627502.06,294487015.42,False,False
2567,0.89293,0.001841,1.061455,-5.3007,1599070300.44,24927016.67,174022763.33,True,False
2568,0.891885,-0.004588,0.959329,-0.1533,1597198110.83,89336863.61,195269682.3,True,False
2569,0.904924,0.03574,1.008851,-3.9302,1620548470.8,129709118.23,239501777.09,True,False
2570,0.99462,-0.017436,0.990307,6.3137,1781178065.37,135634360.94,195270694.19,True,False
2571,0.985189,0.014933,1.041901,0.3689,1764289186.95,146296655.96,231548708.94,True,False
2572,0.925676,0.032402,0.900754,-7.8122,1657711548.92,224332252.22,321876296.53,False,False
2573,0.907452,-0.017931,1.035245,-3.3303,1625075473.74,25393233.13,165944869.85,True,False
2574,0.98078,-0.01603,0.973398,-10.9701,1756392816.78,138532926.43,280841036.94,True,False
2575,1.089945,-0.009129,0.915625,1.9657,1951886936.62,290437353.92,320835202.53,False,False
2576,1.081624,0.009753,1.005978,7.0469,1936985550.78,252708897.14,268295443.42,False,False
2577,0.909141,0.014387,1.003723,-5.4525,1628101493.25,102828694.01,228094598.34,True,False
2578,1.048051,-0.015203,1.018872,9.7529,1876861735.71,165352894.65,196139412.99,False,False
2579,1.024734,0.009004,0.957852,1.3402,1835105360.02,234499510.32,286571580.57,False,False
2580,1.117653,0.009918,0.979988,4.5389,2001507061.49,305518485.66,316712942.36,False,False
2581,1.078401,-0.002006,0.948371,2.0968,1931212964.87,269685958.52,306142253.26,False,False
2582,0.883372,-0.023065,0.929141,-9.4516,1581953025.26,74828162.21,225697460.76,True,False
