Month,CostCenterID,Department,Version,FTE,Hires,Exits,AverageSalaryTRY,PayrollCostTRY,BenefitsCostTRY
2023-08-01,CC-601,Operations,Actual,27,0,0,73140.0,1937730.72,358480.18
2023-09-01,CC-601,Operations,Actual,28,1,0,73140.0,2059546.75,381016.15
2023-10-01,CC-601,Operations,Actual,28,0,0,73140.0,2054461.96,380075.46
2023-11-01,CC-601,Operations,Actual,28,0,0,73140.0,2131096.87,394252.92
2023-12-01,CC-601,Operations,Actual,28,0,0,73140.0,2070318.42,383008.91
2024-01-01,CC-601,Operations,Actual,28,0,0,73140.0,2024536.98,374539.34
2024-02-01,CC-601,Operations,Actual,28,0,0,73140.0,2098394.71,388203.02
2024-03-01,CC-601,Operations,Actual,28,0,0,73140.0,2029743.49,375502.55
2024-04-01,CC-601,Operations,Actual,28,0,0,77528.4,2202023.56,407374.36
2024-05-01,CC-601,Operations,Actual,28,0,0,77528.4,2178486.12,403019.93
2024-06-01,CC-601,Operations,Actual,29,1,0,77528.4,2284527.03,422637.5
2024-07-01,CC-601,Operations,Actual,30,1,0,77528.4,2371138.82,438660.68
2024-08-01,CC-601,Operations,Actual,30,0,0,77528.4,2339709.64,432846.28
2024-09-01,CC-601,Operations,Actual,29,0,1,77528.4,2220843.19,410855.99
2024-10-01,CC-601,Operations,Actual,29,0,0,77528.4,2207990.95,408478.33
2024-11-01,CC-601,Operations,Actual,29,0,0,77528.4,2293679.07,424330.63
2024-12-01,CC-601,Operations,Actual,29,0,0,77528.4,2284777.86,422683.9
2025-01-01,CC-601,Operations,Actual,29,0,0,77528.4,2275702.51,421004.97
2025-02-01,CC-601,Operations,Actual,28,0,1,77528.4,2172024.07,401824.45
2025-03-01,CC-601,Operations,Actual,28,0,0,77528.4,2131010.82,394237.0
2025-04-01,CC-601,Operations,Actual,28,0,0,82180.1,2344272.76,433690.46
2025-05-01,CC-601,Operations,Actual,29,1,0,82180.1,2364520.39,437436.27
2025-06-01,CC-601,Operations,Actual,29,0,0,82180.1,2391364.16,442402.37
2025-07-01,CC-601,Operations,Actual,29,0,0,82180.1,2358620.44,436344.78
2025-08-01,CC-601,Operations,Actual,29,0,0,82180.1,2379621.95,440230.06
2025-09-01,CC-601,Operations,Actual,29,0,0,82180.1,2424132.58,448464.53
2025-10-01,CC-601,Operations,Actual,30,1,0,82180.1,2504430.62,463319.67
2025-11-01,CC-601,Operations,Actual,30,0,0,82180.1,2512566.43,464824.79
2025-12-01,CC-601,Operations,Actual,30,0,0,82180.1,2559757.26,473555.09
2026-01-01,CC-601,Operations,Actual,30,0,0,82180.1,2455304.63,454231.36
2026-02-01,CC-601,Operations,Actual,30,0,0,82180.1,2456458.73,454444.87
2026-03-01,CC-601,Operations,Actual,30,0,0,82180.1,2441112.85,451605.88
2026-04-01,CC-601,Operations,Actual,30,0,0,87110.91,2616836.56,484114.76
2026-05-01,CC-601,Operations,Actual,30,0,0,87110.91,2633517.09,487200.66
2026-06-01,CC-601,Operations,Actual,30,0,0,87110.91,2601056.36,481195.43
2026-01-01,CC-601,Operations,Budget,30,0,0,95328.92,2859867.48,529075.48
2026-02-01,CC-601,Operations,Budget,31,1,0,95328.92,2955196.4,546711.33
2026-03-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-04-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-05-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-06-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-07-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-08-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-09-01,CC-601,Operations,Budget,30,0,1,95328.92,2859867.48,529075.48
2026-10-01,CC-601,Operations,Budget,31,1,0,95328.92,2955196.4,546711.33
2026-11-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-12-01,CC-601,Operations,Budget,31,0,0,95328.92,2955196.4,546711.33
2026-01-01,CC-601,Operations,Forecast,30,0,0,82180.1,2455304.63,454231.36
2026-02-01,CC-601,Operations,Forecast,30,0,0,82180.1,2456458.73,454444.87
2026-03-01,CC-601,Operations,Forecast,30,0,0,82180.1,2441112.85,451605.88
2026-04-01,CC-601,Operations,Forecast,30,0,0,87110.91,2616836.56,484114.76
2026-05-01,CC-601,Operations,Forecast,30,0,0,87110.91,2633517.09,487200.66
2026-06-01,CC-601,Operations,Forecast,30,0,0,87110.91,2601056.36,481195.43
2026-07-01,CC-601,Operations,Forecast,30,0,0,87110.91,2613327.3,483465.55
2026-08-01,CC-601,Operations,Forecast,31,1,0,87110.91,2700438.21,499581.07
2026-09-01,CC-601,Operations,Forecast,31,0,0,87110.91,2700438.21,499581.07
2026-10-01,CC-601,Operations,Forecast,30,0,1,87110.91,2613327.3,483465.55
2026-11-01,CC-601,Operations,Forecast,31,1,0,87110.91,2700438.21,499581.07
2026-12-01,CC-601,Operations,Forecast,31,0,0,87110.91,2700438.21,499581.07
2027-01-01,CC-601,Operations,Forecast,31,0,0,87110.91,2700438.21,499581.07
2027-02-01,CC-601,Operations,Forecast,32,1,0,87110.91,2787549.12,515696.59
2027-03-01,CC-601,Operations,Forecast,32,0,0,87110.91,2787549.12,515696.59
2027-04-01,CC-601,Operations,Forecast,32,0,0,100177.55,3205681.49,593051.08
2027-05-01,CC-601,Operations,Forecast,32,0,0,100177.55,3205681.49,593051.08
2027-06-01,CC-601,Operations,Forecast,32,0,0,100177.55,3205681.49,593051.08
2023-01-01,CC-701,Technology,Actual,23,0,0,96000.0,2143578.1,396561.95
2023-02-01,CC-701,Technology,Actual,23,0,0,96000.0,2242118.05,414791.84
2023-03-01,CC-701,Technology,Actual,23,0,0,96000.0,2204635.23,407857.52
2023-04-01,CC-701,Technology,Actual,23,0,0,101760.0,2375687.8,439502.24
2023-05-01,CC-701,Technology,Actual,23,0,0,101760.0,2406346.04,445174.02
2023-06-01,CC-701,Technology,Actual,23,0,0,101760.0,2315481.97,428364.16
2023-07-01,CC-701,Technology,Actual,24,1,0,101760.0,2410768.19,445992.12
2023-08-01,CC-701,Technology,Actual,24,0,0,101760.0,2453623.22,453920.29
2023-09-01,CC-701,Technology,Actual,24,0,0,101760.0,2435152.21,450503.16
2023-10-01,CC-701,Technology,Actual,23,0,1,101760.0,2348360.65,434446.72
2023-11-01,CC-701,Technology,Actual,23,0,0,101760.0,2306677.59,426735.35
2023-12-01,CC-701,Technology,Actual,24,1,0,101760.0,2438140.8,451056.05
2024-01-01,CC-701,Technology,Actual,24,0,0,101760.0,2394355.33,442955.74
2024-02-01,CC-701,Technology,Actual,24,0,0,101760.0,2439364.25,451282.39
2024-03-01,CC-701,Technology,Actual,24,0,0,101760.0,2427912.62,449163.83
2024-04-01,CC-701,Technology,Actual,24,0,0,107865.6,2656913.23,491528.95
2024-05-01,CC-701,Technology,Actual,24,0,0,107865.6,2540984.9,470082.21
2024-06-01,CC-701,Technology,Actual,24,0,0,107865.6,2593353.61,479770.42
2024-07-01,CC-701,Technology,Actual,24,0,0,107865.6,2624912.95,485608.9
2024-08-01,CC-701,Technology,Actual,24,0,0,107865.6,2581529.84,477583.02
2024-09-01,CC-701,Technology,Actual,24,0,0,107865.6,2567415.76,474971.92
2024-10-01,CC-701,Technology,Actual,24,0,0,107865.6,2615153.43,483803.39
2024-11-01,CC-701,Technology,Actual,24,0,0,107865.6,2591035.14,479341.5
2024-12-01,CC-701,Technology,Actual,24,0,0,107865.6,2555573.9,472781.17
2025-01-01,CC-701,Technology,Actual,24,0,0,107865.6,2623079.25,485269.66
2025-02-01,CC-701,Technology,Actual,24,0,0,107865.6,2572436.93,475900.83
2025-03-01,CC-701,Technology,Actual,23,0,1,107865.6,2442708.29,451901.03
2025-04-01,CC-701,Technology,Actual,23,0,0,114337.54,2616172.07,483991.83
2025-05-01,CC-701,Technology,Actual,22,0,1,114337.54,2496883.9,461923.52
2025-06-01,CC-701,Technology,Actual,22,0,0,114337.54,2500297.58,462555.05
2025-07-01,CC-701,Technology,Actual,22,0,0,114337.54,2483917.03,459524.65
2025-08-01,CC-701,Technology,Actual,22,0,0,114337.54,2520798.51,466347.72
2025-09-01,CC-701,Technology,Actual,22,0,0,114337.54,2508030.6,463985.66
2025-10-01,CC-701,Technology,Actual,22,0,0,114337.54,2543651.03,470575.44
2025-11-01,CC-701,Technology,Actual,22,0,0,114337.54,2465785.98,456170.41
2025-12-01,CC-701,Technology,Actual,22,0,0,114337.54,2552472.19,472207.36
2026-01-01,CC-701,Technology,Actual,22,0,0,114337.54,2511572.37,464640.89
2026-02-01,CC-701,Technology,Actual,22,0,0,114337.54,2506777.36,463753.81
2026-03-01,CC-701,Technology,Actual,22,0,0,114337.54,2545108.03,470844.99
2026-04-01,CC-701,Technology,Actual,22,0,0,121197.79,2697197.73,498981.58
2026-05-01,CC-701,Technology,Actual,22,0,0,121197.79,2637327.11,487905.52
2026-06-01,CC-701,Technology,Actual,22,0,0,121197.79,2688583.98,497388.04
2026-01-01,CC-701,Technology,Budget,22,0,0,132631.55,2917894.02,539810.39
2026-02-01,CC-701,Technology,Budget,23,1,0,132631.55,3050525.57,564347.23
2026-03-01,CC-701,Technology,Budget,23,0,0,132631.55,3050525.57,564347.23
2026-04-01,CC-701,Technology,Budget,23,0,0,132631.55,3050525.57,564347.23
2026-05-01,CC-701,Technology,Budget,23,0,0,132631.55,3050525.57,564347.23
2026-06-01,CC-701,Technology,Budget,24,1,0,132631.55,3183157.11,588884.07
2026-07-01,CC-701,Technology,Budget,24,0,0,132631.55,3183157.11,588884.07
2026-08-01,CC-701,Technology,Budget,24,0,0,132631.55,3183157.11,588884.07
2026-09-01,CC-701,Technology,Budget,23,0,1,132631.55,3050525.57,564347.23
2026-10-01,CC-701,Technology,Budget,24,1,0,132631.55,3183157.11,588884.07
2026-11-01,CC-701,Technology,Budget,24,0,0,132631.55,3183157.11,588884.07
2026-12-01,CC-701,Technology,Budget,24,0,0,132631.55,3183157.11,588884.07
2026-01-01,CC-701,Technology,Forecast,22,0,0,114337.54,2511572.37,464640.89
2026-02-01,CC-701,Technology,Forecast,22,0,0,114337.54,2506777.36,463753.81
2026-03-01,CC-701,Technology,Forecast,22,0,0,114337.54,2545108.03,470844.99
2026-04-01,CC-701,Technology,Forecast,22,0,0,121197.79,2697197.73,498981.58
2026-05-01,CC-701,Technology,Forecast,22,0,0,121197.79,2637327.11,487905.52
2026-06-01,CC-701,Technology,Forecast,22,0,0,121197.79,2688583.98,497388.04
2026-07-01,CC-701,Technology,Forecast,22,0,0,121197.79,2666351.38,493275.01
2026-08-01,CC-701,Technology,Forecast,23,1,0,121197.79,2787549.17,515696.6
2026-09-01,CC-701,Technology,Forecast,23,0,0,121197.79,2787549.17,515696.6
2026-10-01,CC-701,Technology,Forecast,22,0,1,121197.79,2666351.38,493275.01
2026-11-01,CC-701,Technology,Forecast,23,1,0,121197.79,2787549.17,515696.6
2026-12-01,CC-701,Technology,Forecast,23,0,0,121197.79,2787549.17,515696.6
2027-01-01,CC-701,Technology,Forecast,23,0,0,121197.79,2787549.17,515696.6
2027-02-01,CC-701,Technology,Forecast,24,1,0,121197.79,2908746.96,538118.19
2027-03-01,CC-701,Technology,Forecast,24,0,0,121197.79,2908746.96,538118.19
2027-04-01,CC-701,Technology,Forecast,24,0,0,139377.46,3345059.0,618835.92
2027-05-01,CC-701,Technology,Forecast,24,0,0,139377.46,3345059.0,618835.92
2027-06-01,CC-701,Technology,Forecast,24,0,0,139377.46,3345059.0,618835.92
2023-01-01,CC-801,Finance & Corporate,Actual,18,0,0,88000.0,1584313.09,293097.92
2023-02-01,CC-801,Finance & Corporate,Actual,18,0,0,88000.0,1586626.5,293525.9
2023-03-01,CC-801,Finance & Corporate,Actual,18,0,0,88000.0,1558135.71,288255.11
2023-04-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1670228.79,308992.33
2023-05-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1700386.3,314571.47
2023-06-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1692477.51,313108.34
2023-07-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1690901.9,312816.85
2023-08-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1712149.04,316747.57
2023-09-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1648339.02,304942.72
2023-10-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1659245.0,306960.32
2023-11-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1665275.51,308075.97
2023-12-01,CC-801,Finance & Corporate,Actual,17,0,1,93280.0,1582172.7,292701.95
2024-01-01,CC-801,Finance & Corporate,Actual,18,1,0,93280.0,1698484.87,314219.7
2024-02-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1689030.64,312470.67
2024-03-01,CC-801,Finance & Corporate,Actual,18,0,0,93280.0,1683976.54,311535.66
2024-04-01,CC-801,Finance & Corporate,Actual,18,0,0,98876.8,1749980.6,323746.41
2024-05-01,CC-801,Finance & Corporate,Actual,19,1,0,98876.8,1874561.27,346793.83
2024-06-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1890373.67,349719.13
2024-07-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1862978.2,344650.97
2024-08-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1910967.56,353529.0
2024-09-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1893972.02,350384.82
2024-10-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1850622.4,342365.14
2024-11-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1892821.22,350171.93
2024-12-01,CC-801,Finance & Corporate,Actual,19,0,0,98876.8,1904822.13,352392.09
2025-01-01,CC-801,Finance & Corporate,Actual,20,1,0,98876.8,1966689.68,363837.59
2025-02-01,CC-801,Finance & Corporate,Actual,20,0,0,98876.8,1959497.38,362507.02
2025-03-01,CC-801,Finance & Corporate,Actual,20,0,0,98876.8,1949980.87,360746.46
2025-04-01,CC-801,Finance & Corporate,Actual,20,0,0,104809.41,2116899.66,391626.44
2025-05-01,CC-801,Finance & Corporate,Actual,20,0,0,104809.41,2087770.28,386237.5
2025-06-01,CC-801,Finance & Corporate,Actual,20,0,0,104809.41,2059954.22,381091.53
2025-07-01,CC-801,Finance & Corporate,Actual,21,1,0,104809.41,2217026.2,410149.85
2025-08-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2198581.98,406737.67
2025-09-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2193357.37,405771.11
2025-10-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2241494.79,414676.54
2025-11-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2204963.46,407918.24
2025-12-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2157868.35,399205.64
2026-01-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2193652.41,405825.7
2026-02-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2181935.42,403658.05
2026-03-01,CC-801,Finance & Corporate,Actual,21,0,0,104809.41,2202086.41,407385.99
2026-04-01,CC-801,Finance & Corporate,Actual,21,0,0,111097.97,2342342.05,433333.28
2026-05-01,CC-801,Finance & Corporate,Actual,21,0,0,111097.97,2322922.01,429740.57
2026-06-01,CC-801,Finance & Corporate,Actual,21,0,0,111097.97,2318539.23,428929.76
2026-01-01,CC-801,Finance & Corporate,Budget,21,0,0,121578.92,2553157.23,472334.09
2026-02-01,CC-801,Finance & Corporate,Budget,22,1,0,121578.92,2674736.14,494826.19
2026-03-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-04-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-05-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-06-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-07-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-08-01,CC-801,Finance & Corporate,Budget,22,0,0,121578.92,2674736.14,494826.19
2026-09-01,CC-801,Finance & Corporate,Budget,21,0,1,121578.92,2553157.23,472334.09
2026-10-01,CC-801,Finance & Corporate,Budget,21,0,0,121578.92,2553157.23,472334.09
2026-11-01,CC-801,Finance & Corporate,Budget,21,0,0,121578.92,2553157.23,472334.09
2026-12-01,CC-801,Finance & Corporate,Budget,21,0,0,121578.92,2553157.23,472334.09
2026-01-01,CC-801,Finance & Corporate,Forecast,21,0,0,104809.41,2193652.41,405825.7
2026-02-01,CC-801,Finance & Corporate,Forecast,21,0,0,104809.41,2181935.42,403658.05
2026-03-01,CC-801,Finance & Corporate,Forecast,21,0,0,104809.41,2202086.41,407385.99
2026-04-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2342342.05,433333.28
2026-05-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2322922.01,429740.57
2026-06-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2318539.23,428929.76
2026-07-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2333057.37,431615.61
2026-08-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2333057.37,431615.61
2026-09-01,CC-801,Finance & Corporate,Forecast,21,0,0,111097.97,2333057.37,431615.61
2026-10-01,CC-801,Finance & Corporate,Forecast,20,0,1,111097.97,2221959.4,411062.49
2026-11-01,CC-801,Finance & Corporate,Forecast,20,0,0,111097.97,2221959.4,411062.49
2026-12-01,CC-801,Finance & Corporate,Forecast,20,0,0,111097.97,2221959.4,411062.49
2027-01-01,CC-801,Finance & Corporate,Forecast,20,0,0,111097.97,2221959.4,411062.49
2027-02-01,CC-801,Finance & Corporate,Forecast,20,0,0,111097.97,2221959.4,411062.49
2027-03-01,CC-801,Finance & Corporate,Forecast,20,0,0,111097.97,2221959.4,411062.49
2027-04-01,CC-801,Finance & Corporate,Forecast,20,0,0,127762.67,2555253.31,472721.86
2027-05-01,CC-801,Finance & Corporate,Forecast,20,0,0,127762.67,2555253.31,472721.86
2027-06-01,CC-801,Finance & Corporate,Forecast,20,0,0,127762.67,2555253.31,472721.86
